"Key","english",,"german","latam","french","italian","japanese","koreana","polish","brazilian","russian","turkish","schinese","tchinese"
"cntCounterHollowCabinet","Sink",,,,,,,,,,,,,"水槽"
"cntCounterHollowCabinetOld","Sink",,,,,,,,,,,,,"水槽"
"cntCounterHollowCabinetTaupe","Sink",,,,,,,,,,,,,"水槽"
"cntFoodPileLarge","Large Pile Of Canned Food",,,,,,,,,,,,,"一大堆罐頭食品"
"cntFoodPileMedium","Pile Of Canned Food",,,,,,,,,,,,,"一堆罐頭食品"
"cntFoodPileSmall","Small Pile Of Canned Food",,,,,,,,,,,,,"一小堆罐頭食品"
"cntStoreShelfSingleBottomFood01","Beverage Shelf",,,,,,,,,,,,,"飲料架"
"cntStoreShelfSingleBottomFood02","Food Shelf",,,,,,,,,,,,,"食品貨架"
"cntStoreShelfSingleTopFood01","Beverage Shelf",,,,,,,,,,,,,"飲料貨架"
"cntStoreShelfDoubleBottomFood01","Food Shelf",,,,,,,,,,,,,"食品貨架"
"cntStoreShelfDoubleBottomFood02","Food Shelf",,,,,,,,,,,,,"食品貨架"
"cntStoreShelfDoubleTopFood01","Food Shelf",,,,,,,,,,,,,"食品貨架"
"cntStoreShelfSingleBottomHardware01","Chemical Shelf",,,,,,,,,,,,,"化工貨架"
"cntStoreShelfSingleBottomHardware02","Hardware Shelf",,,,,,,,,,,,,"五金貨架"
"cntStoreShelfSingleTopHardware01","Hardware Shelf",,,,,,,,,,,,,"五金貨架"
"cntStoreShelfSingleTopHardware02","Chemical Shelf",,,,,,,,,,,,,"化工貨架"
"cntStoreShelfDoubleBottomHardware01","Hardware Shelf",,,,,,,,,,,,,"五金貨架"
"cntStoreShelfDoubleBottomHardware02","Hardware Shelf",,,,,,,,,,,,,"五金貨架"
"cntStoreShelfDoubleBottomHardware03Rags","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfDoubleTopHardware01","Chemical Shelf",,,,,,,,,,,,,"化工貨架"
"cntStoreShelfDoubleTopHardware02Rags","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfSingleBottomPharmaGoods01","Pharma Shelf",,,,,,,,,,,,,"藥品貨架"
"cntStoreShelfSingleBottomPharmaGoods02","Pharma Shelf",,,,,,,,,,,,,"藥品貨架"
"cntStoreShelfDoubleBottomPharmaGoods01","Pharma Shelf",,,,,,,,,,,,,"藥品貨架"
"cntStoreShelfDoubleBottomPharmaGoods02","Pharma Shelf",,,,,,,,,,,,,"藥品貨架"
"cntStoreShelfSingleBottomTrash01","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfSingleBottomTrash02","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfSingleTopTrash01","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfSingleTopTrash02","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfDoubleBottomTrash01","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfDoubleBottomTrash02","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfDoubleTopTrash01","Trashed Shelf",,,,,,,,,,,,,"廢棄貨架"
"cntStoreShelfElectronicsSingleBottomPC","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsSingleBottomElectronicsMonitor","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsSingleBottomGoodsMisc","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsSingleBottomHeadphones","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsSingleBottomKeyboard","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsSingleBottomLaptopClosed","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsSingleBottomLaptopOpen","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsSingleBottomSpeaker","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsDoubleBottomGoods01","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsDoubleBottomGoods02","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsDoubleBottomGoods03","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreShelfElectronicsDoubleBottomGoods04","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreElectronicsBookShelfSpeaker","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreElectronicsPalletTvFallen","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntStoreElectronicsPalletTvStanding","Electronics Shelf",,,,,,,,,,,,,"電子產品貨架"
"cntBarrelOilQuadA","H2SO4 Barrel",,,,,,,,,,,,,"(H2SO4) 硫酸桶"
"cntBarrelOilQuadB","H2SO4 Barrel",,,,,,,,,,,,,"(H2SO4) 硫酸桶"
"cntBarrelOilSingle00","H2SO4 Barrel",,,,,,,,,,,,,"(H2SO4) 硫酸桶"
"cntBarrelOilSingle45","H2SO4 Barrel",,,,,,,,,,,,,"(H2SO4) 硫酸桶"
"cntBarrelRadiatedQuadA","HNO3 Barrel",,,,,,,,,,,,,"(HNO3) 硝酸桶"
"cntBarrelRadiatedQuadB","HNO3 Barrel",,,,,,,,,,,,,"(HNO3) 硝酸桶"
"cntBarrelRadiatedSingle00","HNO3 Barrel",,,,,,,,,,,,,"(HNO3) 硝酸桶"
"cntBarrelRadiatedSingle45","HNO3 Barrel",,,,,,,,,,,,,"(HNO3) 硝酸桶"
"barbedWireSpindle","Barbed Wire Spindle (3m)",,,,,,,,,,,,,"帶刺鐵絲網錠 (3m)"
"barbedWireSpindleDesc","Barbed wire fences made from iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.\n\nRepair with Iron.",,,,,,,,,,,,,"鐵絲網圍籬可減慢速度敵人，使其更容易對付。使用次要動作放置它們。 \n\n用鐵修復。"
"barbedWireSpindle1m","Barbed Wire Spindle (1m)",,,,,,,,,,,,,"鐵絲網紡錘 (1m)"
"barbedWireSpindle1mDesc","Barbed wire fences made from iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.\n\nRepair with Iron.",,,,,,,,,,,,,"用鐵製成的鐵絲網可以減緩敵人的速度，使其更容易對付。使用次要動作放置它們。 \n\n用鐵修復。"
"barbedWireSpindleDiagonal1m","Barbed Wire Spindle (1m/diagonal)",,,,,,,,,,,,,"鐵絲網紡錘 (1m/對角線)"
"barbedWireSpindleDiagonal1mDesc","Barbed wire fences made from iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.\n\nRepair with Iron.",,,,,,,,,,,,,"用鐵製成的鐵絲網可以減緩敵人的速度，使其更容易對付。使用次要動作放置它們。 \n\n用鐵修復。"
"palletBrownBoxesBase","Brown Boxes",,,,,,,,,,,,,"棕色盒子"
"palletBrownBoxesLoose","Brown Boxes",,,,,,,,,,,,,"棕色盒子"
"palletBrownBoxesTile","Brown Boxes",,,,,,,,,,,,,"棕色盒子"
"palletBrownBoxesTop","Brown Boxes",,,,,,,,,,,,,"棕色盒子"
"palletBrownBoxesTopSmall","Ammo Boxes",,,,,,,,,,,,,"彈藥盒"
"palletCartonMilitaryBase","Ammo Boxes",,,,,,,,,,,,,"彈藥盒"
"palletCartonMilitaryCap","Ammo Boxes",,,,,,,,,,,,,"彈藥盒"
"palletCartonMilitaryTile","Ammo Boxes",,,,,,,,,,,,,"彈藥盒"
"palletCartonMilitaryTileCovered","Ammo Boxes",,,,,,,,,,,,,"彈藥盒"
"cntBarrelPlasticQuadA","Water Barrel",,,,,,,,,,,,,"水桶"
"cntBarrelPlasticQuadB","Water Barrel",,,,,,,,,,,,,"水桶"
"cntBarrelPlasticSingle00","Water Barrel",,,,,,,,,,,,,"水桶"
"cntBarrelPlasticSingle45","Water Barrel",,,,,,,,,,,,,"水桶"
"cntVendingMachineGroupDesc","Buy goods at vending machines with Roubles or get your own to sell goods.",,,,,,,,,,,,,"使用盧佈在自動販賣機購買商品，或自行購買商品販售。"
"challengeQuestCompleteDesc","[DECEA3]Traders[-] offer several [DECEA3]Quest[-] types which reward the player with [DECEA3]Roubles[-], [DECEA3]XP[-], and [DECEA3]Items[-]. [DECEA3]Quests[-] must be returned to the [DECEA3]Trader[-] that you accepted them from. A [DECEA3]Quest[-] at a [DECEA3]POI[-] will fail if you leave without completing all objectives.\n\nStart a [DECEA3]Quest[-] by approaching the [DECEA3]Activation Marker[-], identified by the Yellow exclamation point and activating it with [action:permanent:Activate] [action:local:Activate]. \n\n[FF0000]WARNING:[-] This will cause the [DECEA3]POI[-] to [FF0000]Completely[-] reset, removing [DECEA3]ANY[-] player placed [DECEA3]Blocks[-], including [DECEA3]Containers[-], [DECEA3]Building Blocks[-], and [DECEA3]Decorations[-].  This reset is [FF0000]Permanent[-] and [FF0000]Irreversible[-] so make sure you double check before you [DECEA3]Activate[-] the marker.\n\nPlacing a [DECEA3]Bedroll[-], or [DECEA3]Land Claim Block[-], will protect the [DECEA3]POI[-] from being [DECEA3]Reset[-] in this manner.",,,,,,,,,,,,,"[DECEA3]商人[-]提供多種[DECEA3]任務[-]類型，玩家完成後可獲得[DECEA3]盧布[-]、[DECEA3]經驗值[-]以及[DECEA3]物品[-]。\n[DECEA3]任務[-]必須交回給你接受該任務的[DECEA3]商人[-]。\n在[DECEA3]關鍵地點[-]的[DECEA3]任務[-]若未完成所有目標便離開，將會失敗。\n\n接近[DECEA3]啟動標記[-]（黃色驚嘆號），並使用[action:permanent:Activate] [action:local:Activate]來啟動，即可開始[DECEA3]任務[-]。\n\n[FF0000]警告：[-]這將導致[DECEA3]關鍵地點[-][FF0000]完全[-]重置，移除[DECEA3]所有[-]玩家放置的[DECEA3]方塊[-]，包括[DECEA3]容器[-]、[DECEA3]建築方塊[-]以及[DECEA3]裝飾品[-]。\n此重置[FF0000]永久[-]且[FF0000]不可逆[-]，請務必在啟動標記前仔細確認。\n\n放置[DECEA3]床單[-]或[DECEA3]領地塊[-]可防止[DECEA3]關鍵地點[-]以此方式[DECEA3]重置[-]。"
"traderTip","Traders can be found at various settlements around the world. They have a trader sign and green trader flag flying high above it.\nItems can be bought and sold with Roubles. You can see your total cash in the upper corner of your inventory.\nTraders will restock items periodically.\nSome items can only be bought or sold in bundles.\nTraders are open for business between dawn and dusk.\nInvest in the Better Barter perk to improve your buying and selling skills with traders.\nAs you level and/or invest in Daring Adventurer, it will increase your Trader Stage. Increasing Trader Stage let's you gain access to better trader items.\nTraders can also give you quests.",,,,,,,,,,,,,"您可以在世界各地的定居點找到商人。他們有商人標誌和高高飄揚的綠色商人旗幟。 \n您可以使用盧布買賣物品。您可以在庫存的右上角查看您的總現金。 \n商人會定期補貨。 \n有些物品只能捆綁買賣。 \n商人在黎明和黃昏之間營業。 \n投資「更優易貨」特權，提升您與商人的買賣技巧。 \n隨著您升級和/或投資“大膽冒險家”，它將提升您的商人等級。提升商人等級可以讓您獲得更好的商人物品。 \n商人也可以給您任務。"
"vendingMachineTip","There are three types of vending machines: food and beverage vending machines found in various POI's, rentable vending machines found at Trader Settlements, and player owned vending machines which can be purchased from traders. All vending machines use Roubles which can be found in the world or acquired through selling items to traders. You can see how much money you have in the upper right of your inventory. NPCs can purchase from your rented vending machine so it's wise to keep it well stocked and not mark up the items too high.",,,,,,,,,,,,,"自動販賣機分為三種類型：各種興趣點（POI）中的食品飲料自動販賣機、商販定居點中可租用的自動販賣機，以及玩家擁有的可向商販購買的自動販賣機。所有自動販賣機都使用盧布，盧布可以在地圖中找到，也可以透過向商販出售物品來獲得。您可以在庫存的右上角查看剩餘金額。 NPC 可以從您租用的自動販賣機購買商品，因此最好保持庫存充足，不要將商品標價過高。"
"quest_next_trader_completion","That is great to hear! Our roubles have been dusty for too long. We have been wanting to open up new trade routes for a very long time. If you got the time, we have some work. ",,,,,,,,,,,,,"聽到這個消息真是太好了！我們的盧布塵封太久了。我們一直想開闢新的貿易路線。如果你有時間，我們有一些工作要做。"
"quest_next_trader_offer","We are expanding trade routes to the [DECEA3]{goto.directionfull}[-]. Tell the folks at [DECEA3]{goto.name}[-] that our roubles are ready and they will have a reward and more work for you.",,,,,,,,,,,,,"我們正在拓展通往[DECEA3]{goto.directionfull}[-]的貿易路線。告訴[DECEA3]{goto.name}[-]的工作人員，我們的盧布已經準備好了，他們會給你獎勵，並給你更多工作。"
"trader_bob_greeting_02","If you've got the roubles, we've got the wheels.",,,,,,,,,,,,,"如果您有盧布，我們就有輪子。"
"questRewardPipePistolBundle","Glock 17 Bundle",,,,,,,,,,,,,"Glock 17 套組"
"questRewardPipePistolBundleDesc","Contains a Glock 17 and 50 rounds of 9×19.",,,,,,,,,,,,,"內含一把 Glock 17 和 50 發 9×19 口徑子彈。"
"questRewardPipeShotgunBundle","PB Bundle",,,,,,,,,,,,,"PB 套組"
"questRewardPipeShotgunBundleDesc","Contains a PB and 50 rounds of 9×18.",,,,,,,,,,,,,"內含一把 PB 和 50 發 9×18 口徑子彈。"
"questRewardPipeMachineGunBundle","M1911 Bundle",,,,,,,,,,,,,"M1911 套組"
"questRewardPipeMachineGunBundleDesc","Contains a M1911 and 40 rounds of .45ACP.",,,,,,,,,,,,,"內含一把 M1911 和 40 發 .45ACP 子彈。"
"questRewardPipeBatonBundle","TT-33",,,,,,,,,,,,,"TT-33 套組"
"questRewardPipeBatonBundleDesc","Contains a TT-33 and 50 rounds of 7.62×25.",,,,,,,,,,,,,"內含一把 TT-33 和 50 發 7.62×25 口徑子彈。"
"ammoEft54539","5.45×39 - PS",,,,,,,,,,,,,"5.45×39 - PS"
"ammoEft54539AP","5.45×39 - BS",,,,,,,,,,,,,"5.45×39 - BS"
"ammoEft54539HP","5.45×39 - HP",,,,,,,,,,,,,"5.45×39 - HP"
"ammoEft55645NATO","5.56×45 - M855",,,,,,,,,,,,,"5.56×45 - M855"
"ammoEft55645NATOAP","5.56×45 - SSA AP",,,,,,,,,,,,,"5.56×45 - SSA AP"
"ammoEft55645NATOHP","5.56×45 - HP",,,,,,,,,,,,,"5.56×45 - HP"
"ammoEft300blk",".300 blk - BCP FMJ",,,,,,,,,,,,,".300 blk - BCP FMJ"
"ammoEft300BlkAP",".300 blk - AP",,,,,,,,,,,,,".300 blk - AP"
"ammoEft300blkHP",".300 blk - Whisper",,,,,,,,,,,,,".300 blk - Whisper"
"ammoEft76239","7.62×39 - FMJ",,,,,,,,,,,,,"7.62×39 - FMJ"
"ammoEft76239AP","7.62×39 - MAI AP",,,,,,,,,,,,,"7.62×39 - MAI AP"
"ammoEft76239HP","7.62×39 - HP",,,,,,,,,,,,,"7.62×39 - HP"
"ammoEft939","9×39 - SP-5",,,,,,,,,,,,,"9×39 - SP-5"
"ammoEft939AP","9×39 - BP",,,,,,,,,,,,,"9×39 - BP"
"ammoEft939HP","9×39 - FMJ",,,,,,,,,,,,,"9×39 - FMJ"
"ammoEft76251NATO","7.62×51 - BCP FMJ",,,,,,,,,,,,,"7.62×51 - BCP FMJ"
"ammoEft76251NATOAP","7.62×51 - M993",,,,,,,,,,,,,"7.62×51 - M993"
"ammoEft76251NATOHP","7.62×51 - Ultra Nosler",,,,,,,,,,,,,"7.62×51 - Ultra Nosler"
"ammoEft76254R","7.62×54R - FMJ",,,,,,,,,,,,,"7.62×54R - FMJ"
"ammoEft76254RAP","7.62×54R - BS",,,,,,,,,,,,,"7.62×54R - BS"
"ammoEft76254RHP","7.62×54R - HP BT",,,,,,,,,,,,,"7.62×54R - HP BT"
"ammoEft12755PS12","12.7×55 - PS12",,,,,,,,,,,,,"12.7×55 - PS12"
"ammoEft12755PS12A","12.7×55 - PS12A",,,,,,,,,,,,,"12.7×55 - PS12A"
"ammoEft12755PS12B","12.7×55 - PS12B",,,,,,,,,,,,,"12.7×55 - PS12B"
"ammoEft338",".338 LM - FMJ",,,,,,,,,,,,,".338 LM - FMJ"
"ammoEft338AP",".338 LM - AP",,,,,,,,,,,,,".338 LM - AP"
"ammoEft338HP",".338 LM - TAC-X",,,,,,,,,,,,,".338 LM - TAC-X"
"ammoEft76225mmTokarev","7.62×25 - Pst gzh",,,,,,,,,,,,,"7.62×25 - Pst gzh"
"ammoEft918mmPM","9×18 PM Ammo",,,,,,,,,,,,,"9×18 PM Ammo"
"ammoEft919mm","9×19 - Pst gzh",,,,,,,,,,,,,"9×19 - Pst gzh"
"ammoEft919mmAP","9×19 - AP 6.3",,,,,,,,,,,,,"9×19 - AP 6.3"
"ammoEft919mmHP","9×19 - RIP",,,,,,,,,,,,,"9×19 - RIP"
"ammoEft921mm","9×21 - PS",,,,,,,,,,,,,"9×21 - PS"
"ammoEft921mmAP","9×21 - 7N42",,,,,,,,,,,,,"9×21 - 7N42"
"ammoEft921mmHP","9×21 - PE",,,,,,,,,,,,,"9×21 - PE"
"ammoEft45ACP",".45 ACP - FMJ",,,,,,,,,,,,,".45 ACP - FMJ"
"ammoEft45ACPAP",".45 ACP - AP 6.3",,,,,,,,,,,,,".45 ACP - AP 6.3"
"ammoEft45ACPRIP",".45 ACP - RIP",,,,,,,,,,,,,".45 ACP - RIP"
"ammoEft4630mmHK","4.6×30 - FMJ SX",,,,,,,,,,,,,"4.6×30 - FMJ SX"
"ammoEft4630mmHKAP","4.6×30 - AP SX",,,,,,,,,,,,,"4.6×30 - AP SX"
"ammoEft4630mmHKHP","4.6×30 - Action SX",,,,,,,,,,,,,"4.6×30 - Action SX"
"ammoEft5728FN","FN 5.7×28 - SB193",,,,,,,,,,,,,"FN 5.7×28 - SB193"
"ammoEft5728FNAP","FN 5.7×28 - SS190",,,,,,,,,,,,,"FN 5.7×28 - SS190"
"ammoEft5728FNHP","FN 5.7×28 - R37.F",,,,,,,,,,,,,"FN 5.7×28 - R37.F"
"ammoEft50ae",".50 AE - FMJ",,,,,,,,,,,,,".50 AE - FMJ"
"ammoEft50aeHP",".50 AE - JHP",,,,,,,,,,,,,".50 AE - JHP"
"ammoEft7mmShotgun","12/70 - 7mm Buckshot",,,,,,,,,,,,,"12/70 - 7mm Buckshot"
"ammoEftFlechetteShotgun","12/70 - Flechette",,,,,,,,,,,,,"12/70 - Flechette"
"ammoEftAP20Slug","12/70 - AP-20 Slug",,,,,,,,,,,,,"12/70 - AP-20 Slug"
"ammoEftShrapnel25Shotgun","23×75 - Shrapnel-25 Buckshot ",,,,,,,,,,,,,"23×75 - Shrapnel-25 Buckshot"
"ammoEftBarricadeSlug","23×75 - 'Barrikada' Slug",,,,,,,,,,,,,"23×75 - 'Barrikada' Slug"
"Light ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies.",,,,,,,,,,,,,,
"High damage against unarmored targets but struggles with armor.",,,,,,,,,,,,,,
"Decent penetration for breaking through low to mid-level armor"," but lower base damage.",,,,,,,,,,,,,
"Medium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.",,,,,,,,,,,,,,
"Very high damage against unarmored targets but struggles"," when used against armored zombies.",,,,,,,,,,,,,
"High penetration"," ensuring you break through all but the highest level armors.",,,,,,,,,,,,,
"Heavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies.",,,,,,,,,,,,,,
"Devastating damage on soft targets but poor armor penetration.",,,,,,,,,,,,,,
"High penetration"," making quick work of armored zombies at the cost of some raw damage.",,,,,,,,,,,,,
"ammoEft54539Desc","5.45×39mm Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 450\nCan penetrate a block of up to 750 hitpoints.",,,,,,,,,,,,,"5.45×39mm 普通彈。 \n性能良好的中口徑彈藥。傷害和穿透力均佳。對裝甲殭屍無效。 \n\n堆疊大小：450\n可穿透高達750點生命值的方塊。"
"ammoEft54539APDesc","5.45×39mm Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 450\nCan penetrate a block of up to 1500 hitpoints.",,,,,,,,,,,,,"5.45×39mm 穿甲彈。 \n穿透力強，確保擊穿除最高等級外的所有裝甲。 \n\n堆疊大小：450\n可穿透高達1500點生命值的方塊。"
"ammoEft54539HPDesc","5.45×39mm Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.\n\nStacksize: 450",,,,,,,,,,,,,"5.45×39mm 空尖彈\n對無裝甲目標傷害極高，但對抗裝甲殭屍時效果不佳。 \n\n堆疊大小：450"
"ammoEft55645NATODesc","5.56×45mm Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 400\nCan penetrate a block of up to 750 hitpoints.",,,,,,,,,,,,,"5.56×45mm 普通彈。 \n性能良好的中口徑彈藥。傷害和穿透力均佳。對裝甲殭屍無效。 \n\n堆疊大小：400\n可穿透高達750點生命值的方塊。"
"ammoEft55645NATOAPDesc","5.56×45mm Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 400\nCan penetrate a block of up to 1500 hitpoints.",,,,,,,,,,,,,"5.56×45mm 穿甲彈。 \n高穿透力，確保你能擊穿除最高等級外的所有裝甲。 \n\n堆疊大小：400\n可穿透高達1500點生命值的方塊。"
"ammoEft55645NATOHPDesc","5.56×45mm Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.\n\nStacksize: 400",,,,,,,,,,,,,"5.56×45mm 空尖彈\n對無裝甲目標傷害極高，但對裝甲殭屍無效。 \n\n堆疊大小：400"
"ammoEft300blkDesc",".300 blackout Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 300\nCan penetrate a block of up to 750 hitpoints.",,,,,,,,,,,,,".300 blackout 普通彈。 \n中口徑彈藥，性能良好。傷害和穿透力均佳。對裝甲殭屍無效。 \n\n堆疊大小：300\n可穿透高達750點生命值的方塊。"
"ammoEft300BlkAPDesc",".300 blackout Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 300\nCan penetrate a block of up to 1500 hitpoints.",,,,,,,,,,,,,".300 blackout 穿甲彈。 \n高穿透力，確保你能擊穿除最高等級外的所有裝甲。 \n\n堆疊大小：300\n可穿透高達 1500 點生命值的格擋。"
